0,36
169,324
256,64
4,100
169,324
441,100
25,196
361,225
49,4
9,4
1,4
0,4
0,16
64,100
121,169
256,324
144,36
841,1225
1156,676
225,0
196,441
576,576
400,144
64,16
9,4
16,64
100,100
81,25
1,100
529,841
900,441
9,100
256,196
25,0
4,81
289,324
196,16
36,4
81,100
9,16
121,64
1,1
1,4
4,4
121,196
100,4
36,49
1,25
81,49
1,9
25,4
9,36
9,16
144,144
36,81
361,196
25,4
0,0
36,36
1,0
25,81
169,225
144,144
25,121
529,784
625,225
16,64
361,256
16,225
1089,625
16,961
1521,1296
841,484
225,49
9,100
100,36
4,1
9,49
441,529
324,36
9,49
100,64
64,81
49,25
1,1
49,100
121,144
100,16
9,81
100,16
0,36
361,256
4,25
16,0
1,81
361,441
196,36
9,4
9,64
81,16
1,121
529,900
625,121
4,169
729,1600
1849,784
36,25
49,100
121,36
16,121
144,64
9,4
9,1
36,0
289,676
961,729
144,36
400,900
900,441
225,81
16,1
0,4
36,100
169,169
36,144
1024,1849
2116,1521
361,49
900,1225
529,169
196,400
529,289
49,0
0,0
25,144
256,225
144,16
900,2025
1764,484
4,289
676,441
49,0
1,9
64,169
121,16
9,36
9,16
121,400
529,196
16,729
1849,1849
1156,100
225,441
121,36
144,256
196,49
4,49
256,256
49,100
484,961
1024,784
169,576
4225,4900
2116,400
1,121
361,324
196,169
196,225
256,100
4,64
256,169
4,36
169,169
25,0
4,49
196,225
144,1
484,529
100,1
144,361
400,49
121,625
784,400
169,64
36,121
289,144
9,0
25,0
36,1
49,400
841,441
25,16
36,16
0,16
9,25
256,441
196,49
9,36
289,324
144,4
49,100
144,169
225,256
121,16
16,100
100,36
0,64
49,16
225,196
0,289
676,256
1,0
36,144
169,25
121,400
400,121
9,0
4,64
81,144
81,0
81,400
529,225
0,169
256,289
324,169
121,81
16,1
36,121
400,441
121,16
4,4
16,1
9,25
64,169
324,625
961,1296
841,256
1,144
256,81
9,4
25,100
144,81
49,16
1,16
121,81
0,144
400,225
16,25
196,36
100,441
576,324
64,100
961,961
100,144
625,529
324,361
676,784
289,144
1444,2025
1521,676
169,4
441,841
784,625
441,289
169,81
81,64
9,100
576,676
576,361
64,36
225,324
196,1
100,256
400,81
25,169
225,225
169,121
64,36
36,81
81,36
1,0
0,0
1,1
1,1
0,1
9,196
324,484
225,9
400,576
289,0
400,400
49,49
324,529
625,484
196,81
81,64
9,0
1,9
36,144
441,400
121,9
4,36
169,289
144,9
400,361
100,1
196,576
961,784
225,9
4,36
25,4
9,256
729,400
81,16
324,676
529,196
4,49
169,49
16,100
121,81
36,9
0,25
225,121
16,225
324,49
1,49
121,196
225,100
9,9
81,64
1,1
16,169
400,576
441,100
4,121
144,16
36,225
196,36
0,1
1,0
9,25
36,0
64,121
144,81
0,1
4,81
196,289
225,4
361,625
529,484
529,289
36,36
121,441
676,100
324,1156
1024,324
49,144
441,361
49,16
144,144
100,64
100,100
121,256
484,441
64,81
169,25
4,9
4,9
144,121
4,64
169,25
121,729
1444,1024
49,900
4225,4356
1764,100
289,1089
1444,1225
676,256
121,36
9,9
100,25
36,144
36,25
144,144
121,225
484,121
100,324
256,121
169,484
441,225
81,36
49,25
0,0
9,36
784,1681
1444,324
25,169
225,144
64,36
9,9
36,4
4,25
0,81
256,361
400,729
625,196
1,441
1521,1296
484,0
441,961
784,64
289,529
196,4
36,9
81,256
49,225
961,961
441,49
1,64
100,49
25,1
1,16
81,256
484,225
0,121
225,81
100,441
400,144
64,81
1,361
1369,1369
289,9
81,1
121,256
324,441
400,100
0,4
0,0
0,64
441,1024
1600,900
81,121
729,484
0,100
100,0
100,121
36,0
16,36
25,0
81,529
1156,1225
729,256
25,0
1,16
289,729
484,16
36,36
16,100
784,900
400,4
361,1444
1936,1296
441,81
36,9
361,484
196,100
49,81
144,81
9,4
16,4
0,16
169,400
576,529
289,225
256,49
4,49
36,1
0,36
64,169
324,441
484,64
81,400
676,576
324,169
49,9
4,9
9,0
25,225
625,484
144,4
16,121
324,225
81,64
400,900
121,441
1521,1089
169,81
784,900
400,81
1,0
0,1
25,121
225,49
64,484
784,441
36,0
1,4
64,100
100,1
121,144
9,49
196,256
361,441
324,100
36,25
16,9
1,25
144,196
64,9
4,64
9,16
49,4
36,361
784,324
25,64
196,49
0,4
49,121
169,169
144,324
625,625
289,0
441,784
529,100
0,36
16,9
64,64
1,36
196,324
400,289
256,100
1,0
4,49
144,4
144,729
1444,841
64,25
100,81
64,169
361,361
100,16
144,81
64,289
784,676
196,36
484,841
676,484
441,441
324,169
36,4
49,121
144,121
36,9
1,1
0,16
16,16
100,361
576,529
484,49
256,1444
2209,961
9,144
196,64
4,0
0,0
0,16
100,225
225,225
144,121
121,49
0,9
36,100
256,529
625,576
289,16
81,441
961,841
576,576
529,256
81,9
9,144
169,36
1,0
4,49
100,225
529,289
4,169
256,100
1,25
0,9
81,144
81,100
289,324
225,36
4,0
9,1
16,121
225,121
100,64
1,4
36,144
361,400
361,196
9,289
1600,2401
1600,529
4,676
1024,676
225,36
49,121
256,529
729,676
400,64
4,121
289,289
225,100
49,16
1,0
16,9
36,64
64,0
144,196
9,81
324,100
9,64
25,64
144,256
361,289
196,196
144,144
169,25
36,225
289,400
625,1156
1521,324
169,625
625,361
361,576
400,196
49,0
1,0
16,64
100,81
25,4
196,529
784,676
256,81
49,1
49,81
81,81
100,169
225,289
256,144
36,16
81,169
196,121
36,100
324,81
361,3600
8464,4761
225,441
1296,1296
676,361
225,144
121,100
121,121
121,196
225,121
25,0
49,121
144,196
256,625
1369,784
0,361
529,529
529,441
256,100
9,25
225,144
0,25
25,25
324,256
16,9
16,100
361,576
625,361
36,16
81,100
49,4
4,0
1,25
121,16
64,196
225,81
0,25
81,49
16,0
25,121
361,841
1089,484
36,49
529,484
49,16
121,100
1,16
81,64
16,25
36,81
289,196
1,196
676,1156
784,400
400,144
4,121
196,400
729,1089
1156,729
289,64
9,0
0,4
4,4
9,0
36,100
100,25
4,49
484,576
256,1
121,196
169,121
121,225
256,121
16,4
64,64
9,4
36,36
16,0
4,25
100,64
0,64
169,49
0,0
64,361
361,49
16,81
36,0
16,36
16,1
9,49
81,36
0,1
81,36
36,289
324,144
25,1
1,49
100,100
36,16
4,9
49,4
81,529
1369,1225
576,64
25,324
784,676
289,100
49,64
144,225
49,49
144,0
169,361
400,81
49,289
441,196
1,4
0,9
4,4
16,0
16,0
9,1
16,4
25,81
9,4
4,0
36,225
676,1296
1225,729
196,4
256,729
1089,900
324,100
0,49
4,1
144,441
169,81
121,49
16,0
16,25
0,16
9,9
121,400
961,676
121,9
324,676
900,900
784,576
144,1
1,4
4,36
144,324
484,576
324,64
0,121
400,784
1225,1156
676,49
25,36
49,36
81,81
4,25
64,1
49,1
121,196
49,81
676,576
49,1
1,64
324,289
121,4
256,441
676,441
81,1
0,36
196,289
361,324
256,225
100,0
16,25
196,400
529,676
400,9
196,841
729,169
0,16
0,25
100,49
0,169
841,900
144,81
900,1369
576,16
81,400
576,484
400,256
100,36
784,1936
2116,400
121,729
841,441
144,25
1,0
1,144
484,400
225,64
16,0
4,36
361,400
169,36
9,49
100,144
100,0
49,100
121,324
729,961
900,484
81,0
25,36
36,225
441,144
0,0
100,324
400,100
49,361
324,144
81,49
9,4
9,9
4,0
49,144
144,169
36,0
1,1
4,25
36,0
81,144
64,9
0,9
4,0
9,81
225,441
529,169
16,576
1296,576
16,4
1,1
1,1
9,49
100,225
256,225
169,121
81,49
16,4
16,16
9,484
1225,1296
841,196
121,961
784,144
4,49
16,0
64,196
441,441
324,144
25,0
4,36
400,676
625,9
676,1849
2401,2025
784,64
25,144
196,169
100,144
289,289
256,196
196,256
400,225
16,144
1024,1156
324,49
81,289
576,64
256,1156
1764,1225
441,100
1,0
16,64
121,144
144,1
121,225
100,1
121,9
729,1849
2025,1369
576,36
225,841
961,729
625,529
361,144
36,4
1,36
121,169
196,196
169,4
121,529
1024,676
169,9
16,4
100,400
196,1
289,729
841,576
256,49
0,1
0,1
4,4
0,25
121,121
64,1
16,4
4,1
144,484
676,361
16,36
100,81
64,4
225,169
0,225
784,1156
900,625
441,36
81,324
484,225
1,100
324,361
196,81
1,36
196,289
100,25
1,16
81,121
196,25
144,529
529,64
64,9
256,529
441,0
961,1225
729,225
9,289
400,100
121,729
1369,2025
1849,900
81,289
900,529
121,49
81,64
25,1
4,1
4,1
64,324
441,100
144,1156
2304,1764
529,64
36,841
2809,4489
3025,841
25,1
9,36
25,16
256,576
576,441
400,256
36,9
100,225
324,289
121,0
49,49
64,64
196,256
4,196
576,529
289,64
4,0
81,16
49,100
0,289
1444,2209
1024,121
3025,2916
529,16
0,0
1,0
4,36
169,324
361,324
289,400
529,441
256,121
4,441
2209,4096
4225,1600
49,169
529,625
676,529
324,144
36,25
81,196
289,169
16,1
0,16
36,9
225,441
484,81
49,196
196,100
16,0
9,9
4,49
81,25
1,1
4,64
100,9
64,676
1024,441
121,25
0,49
400,961
1444,1089
529,169
1,100
361,484
484,289
36,81
625,1089
1024,441
36,196
1024,729
81,81
400,225
9,36
100,64
9,0
0,1
9,16
25,16
9,36
100,169
100,9
361,324
81,1
25,64
64,64
169,225
196,144
81,36
25,9
0,4
9,9
16,49
144,225
196,4
144,225
64,16
361,400
121,25
16,0
25,169
324,324
196,169
256,441
529,324
121,16
9,25
9,25
121,289
484,625
529,169
1,25
64,100
441,1156
1600,2025
1600,441
9,625
1156,961
441,16
49,64
1,64
289,324
324,196
100,36
16,64
169,25
1369,3249
3025,1296
196,0
64,64
4,4
25,36
25,49
36,1
16,169
289,324
441,441
225,36
16,121
144,100
121,225
361,400
361,361
324,64
9,196
441,729
1089,484
0,81
81,25
1,1
9,36
100,121
169,256
196,121
25,0
0,4
36,36
36,81
9,196
1089,1681
841,1
676,2025
1849,729
121,1
64,81
25,4
100,25
16,400
1444,1296
400,1
169,324
196,0
256,256
16,64
361,729
784,576
324,100
4,16
81,49
16,0
16,49
49,36
25,49
25,4
4,9
49,100
1,121
361,324
196,64
9,0
16,64
144,36
0,1
25,64
121,196
196,81
16,0
49,225
225,9
100,49
16,16
16,49
4,0
0,9
9,0
4,36
196,256
64,0
36,64
9,4
81,121
25,16
1,25
64,81
9,25
196,441
576,324
121,1
100,169
100,16
4,64
100,36
1,196
441,256
25,36
169,144
81,1
1,0
9,9
1,0
0,0
25,36
4,1
25,16
4,1
0,0
0,4
16,4
1,25
121,361
576,676
729,324
0,144
289,169
100,400
900,576
121,4
225,625
1089,1024
625,225
16,9
256,625
784,841
576,64
196,729
1156,1024
169,64
256,256
100,1
4,1
0,16
121,225
144,1
81,169
144,100
49,4
49,400
576,289
49,9
25,100
169,121
16,0
9,81
324,289
81,9
169,256
169,100
25,16
196,225
81,9
1,16
36,16
1,36
49,0
100,361
441,361
289,100
9,4
25,49
25,169
1369,2025
1156,225
1,100
144,256
529,900
1156,961
441,121
9,4
36,25
9,25
100,121
100,196
441,441
196,16
49,169
121,81
49,25
25,36
36,81
81,49
100,169
64,9
25,100
144,36
4,361
1225,1296
361,16
196,196
225,144
100,64
36,49
49,16
1,0
4,1
0,1
1,4
49,121
169,0
289,1024
961,144
25,324
529,324
144,1
196,225
100,0
121,196
169,144
169,196
169,81
9,1
49,100
49,1
169,324
289,49
64,225
324,169
16,25
144,81
4,196
324,144
25,1
169,441
400,169
36,0
0,4
64,49
4,0
64,225
144,36
0,0
4,36
81,144
225,81
4,121
144,169
324,169
0,25
9,9
36,25
4,4
9,9
4,16
49,49
9,1
25,49
36,4
100,100
9,100
361,225
64,9
256,576
841,529
81,36
361,169
16,225
196,36
16,25
4,144
324,256
100,16
0,4
4,49
441,1225
1444,576
0,169
144,49
36,81
49,16
16,81
196,256
529,841
625,196
1,81
169,324
576,625
324,9
144,144
16,9
64,0
144,256
100,0
49,121
100,36
1,49
121,256
256,225
169,81
64,121
196,324
289,25
100,676
1156,841
441,49
49,196
196,121
100,9
100,961
1764,729
1,361
729,961
900,784
676,576
484,324
36,16
81,841
2916,4225
3721,400
1024,3481
2809,784
64,1
1,1
9,25
100,196
256,144
36,0
1,16
64,100
121,81
100,361
729,676
441,16
256,676
729,576
441,289
144,81
36,4
1,0
36,49
9,16
225,49
196,676
729,169
25,196
324,324
144,64
36,16
4,0
1,1
64,196
289,225
36,16
121,196
225,324
400,441
256,9
169,484
576,484
400,225
81,4
225,400
225,4
625,841
361,9
784,676
81,4
4,64
100,49
4,4
49,121
256,324
324,196
81,1
36,49
25,1
9,64
196,196
121,196
400,144
16,144
100,64
121,484
1296,961
225,9
0,25
169,25
144,676
900,484
121,64
196,324
196,36
729,1225
1156,529
64,0
9,1
4,0
4,4
0,64
289,400
256,0
361,576
361,81
1,25
144,16
121,324
324,144
16,1
36,16
16,225
576,625
361,9
400,1024
784,196
121,1156
961,49
169,289
121,4
9,49
49,64
49,25
16,4
1,1
4,100
441,324
9,324
1681,2209
1296,81
529,1296
729,100
9,49
4,1
9,0
16,121
256,361
324,289
256,225
225,121
49,1
169,576
900,961
841,625
196,9
289,400
361,256
256,256
121,16
4,49
81,100
36,4
4,36
25,64
225,324
225,25
9,144
324,196
25,9
64,16
4,81
196,144
36,9
0,16
16,16
144,121
16,9
49,49
9,9
49,16
9,1
1,1
1,64
225,400
361,144
4,0
4,25
64,4
25,100
144,36
9,49
36,0
100,225
100,1
36,100
144,100
25,4
9,4
0,4
0,36
100,121
81,4
4,49
121,100
25,49
400,361
64,1
16,4
9,4
9,9
4,64
121,64
4,4
16,64
121,100
16,4
16,16
9,0
1,9
16,1
9,81
121,49
0,64
64,0
36,81
169,256
256,100
9,25
121,36
16,100
121,64
25,16
36,9
16,81
144,121
49,1
100,196
144,9
25,81
25,0
4,0
36,81
144,36
4,144
289,289
121,36
1,1
1,64
196,324
196,49
0,49
121,225
400,225
4,100
361,361
121,9
1,4
81,169
144,0
144,225
121,1
289,324
81,0
16,9
0,1
49,144
289,484
529,441
441,441
144,0
49,16
0,4
9,36
484,1225
1681,1936
1369,196
36,225
361,400
576,625
